id,postcode,latitude,longitude,isInRightmove,codeRightmove
1462,LL67,53.41097,-4.45565,,
1463,LL68,53.39818,-4.37668,,
1464,LL69,53.38583,-4.31883,,
1465,LL70,53.36396,-4.28758,,
1466,LL71,53.32732,-4.36823,,
1467,LL72,53.34957,-4.24023,,
1468,LL73,53.33511,-4.24397,,
1469,LL74,53.31645,-4.23248,,
1470,LL75,53.28343,-4.21876,,
1471,LL76,53.30017,-4.23764,,
1472,LL77,53.26011,-4.31053,,
1473,LL78,53.31678,-4.26253,,
1474,LN1,53.25883,-0.58621,,
1475,LN10,53.15858,-0.21703,,
1476,LN11,53.3732,0.02496,,
1477,LN12,53.3293,0.2662,,
1478,LN13,53.26518,0.18482,,
1479,LN2,53.25429,-0.5084,,
1480,LN3,53.24325,-0.41885,,
1481,LN4,53.15018,-0.38489,,
1482,LN5,53.17126,-0.55617,,
1483,LN6,53.20319,-0.59403,,
1484,LN7,53.49216,-0.34327,,
1485,LN8,53.37321,-0.32384,,
1486,LN9,53.21719,-0.11124,,
1487,LS1,53.79674,-1.54754,,
1488,LS10,53.76162,-1.53123,,
1489,LS11,53.77609,-1.55535,,
1490,LS12,53.79062,-1.59618,,
1491,LS13,53.81052,-1.63396,,
1492,LS14,53.82782,-1.45604,,
1493,LS15,53.80619,-1.44417,,
1494,LS16,53.85086,-1.60169,,
1495,LS17,53.85958,-1.52709,,
1496,LS18,53.8402,-1.6413,,
1497,LS19,53.8592,-1.6822,,
1498,LS2,53.80123,-1.54597,,
1499,LS20,53.87365,-1.71251,,
1500,LS21,53.91132,-1.67876,,
1501,LS22,53.93179,-1.39375,,
1502,LS23,53.90372,-1.35458,,
1503,LS24,53.86987,-1.25168,,
1504,LS25,53.78584,-1.33059,,
1505,LS26,53.75227,-1.44791,,
1506,LS27,53.74839,-1.60266,,
1507,LS28,53.80163,-1.66897,,
1508,LS29,53.92058,-1.80356,,
1509,LS3,53.80128,-1.55964,,
1510,LS4,53.80944,-1.58082,,
1511,LS5,53.81851,-1.60199,,
1512,LS6,53.81928,-1.56704,,
1513,LS7,53.81828,-1.53971,,
1514,LS8,53.82445,-1.50926,,
1515,LS9,53.79928,-1.50803,,
1516,LU1,51.87476,-0.42373,,
1517,LU2,51.89147,-0.39553,,
1518,LU3,51.90829,-0.44291,,
1519,LU4,51.89871,-0.4665,,
1520,LU5,51.90829,-0.5127,,
1521,LU6,51.87711,-0.53552,,
1522,LU7,51.90921,-0.66388,,
1523,M1,53.47734,-2.23508,,
1524,M11,53.47834,-2.17933,,
1525,M12,53.46482,-2.20187,,
1526,M13,53.4603,-2.21389,,
1527,M14,53.4477,-2.22437,,
1528,M15,53.46563,-2.25008,,
1529,M16,53.45481,-2.26357,,
1530,M17,53.46906,-2.31789,,
1531,M18,53.46127,-2.16871,,
1532,M19,53.43696,-2.19421,,
1533,M2,53.48003,-2.24263,,
1534,M20,53.42521,-2.23027,,
1535,M21,53.43771,-2.27099,,
1536,M22,53.3856,-2.25863,,
1537,M23,53.39902,-2.28729,,
1538,M24,53.55113,-2.19624,,
1539,M25,53.5285,-2.27459,,
1540,M26,53.56161,-2.33369,,
1541,M27,53.51216,-2.33631,,
1542,M28,53.51467,-2.39666,,
1543,M29,53.50816,-2.45692,,
1544,M3,53.48361,-2.25018,,
1545,M30,53.48424,-2.35418,,
1546,M31,53.4193,-2.42136,,
1547,M32,53.45021,-2.30872,,
1548,M33,53.4205,-2.32506,,
1549,M34,53.45594,-2.11748,,
1550,M35,53.50714,-2.1523,,
1551,M38,53.53167,-2.42096,,
1552,M4,53.48455,-2.22909,,
1553,M40,53.50349,-2.18999,,
1554,M41,53.45095,-2.36294,,
1555,M43,53.48378,-2.1477,,
1556,M44,53.44086,-2.42609,,
1557,M45,53.54734,-2.28829,,
1558,M46,53.52601,-2.49031,,
1559,M5,53.47903,-2.28482,,
1560,M6,53.49159,-2.29696,,
1561,M60,53.48635,-2.22759,,
1562,M7,53.50516,-2.26086,,
1563,M8,53.5088,-2.23827,,
1564,M9,53.52143,-2.21269,,
1565,M90,53.36309,-2.27653,,
1566,ME1,51.37216,0.50017,,
1567,ME10,51.34258,0.73697,,
1568,ME11,51.41247,0.74833,,
1569,ME12,51.42282,0.80507,,
1570,ME13,51.30275,0.89675,,
1571,ME14,51.28043,0.54108,,
1572,ME15,51.2545,0.53392,,
1573,ME16,51.27414,0.49915,,
1574,ME17,51.23484,0.61021,,
1575,ME18,51.24426,0.42301,,
1576,ME19,51.29307,0.41123,,
1577,ME2,51.39136,0.4854,,
1578,ME20,51.30467,0.45919,,
1579,ME3,51.43322,0.54668,,
1580,ME4,51.3805,0.53081,,
1581,ME5,51.34896,0.53338,,
1582,ME6,51.32662,0.4417,,
1583,ME7,51.37904,0.5566,,
1584,ME8,51.36102,0.5987,,
1585,ME9,51.33297,0.72491,,
1586,MK1,52.00522,-0.72659,,
1587,MK10,52.03908,-0.69792,,
1588,MK11,52.05226,-0.84048,,
1589,MK12,52.05741,-0.81555,,
1590,MK13,52.05258,-0.78359,,
1591,MK14,52.05955,-0.76152,,
1592,MK15,52.05739,-0.72802,,
1593,MK16,52.08879,-0.72129,,
1594,MK17,51.99235,-0.70074,,
1595,MK18,51.97972,-0.96904,,
1596,MK19,52.07215,-0.85164,,
1597,MK2,51.98991,-0.72411,,
1598,MK3,51.99651,-0.75306,,
1599,MK4,52.00397,-0.77762,,
1600,MK40,52.13797,-0.47145,,
1601,MK41,52.15113,-0.44614,,
1602,MK42,52.12002,-0.47352,,
1603,MK43,52.11837,-0.55684,,
1604,MK44,52.19402,-0.42563,,
1605,MK45,52.02462,-0.46803,,
1606,MK46,52.15411,-0.69165,,
1607,MK5,52.02021,-0.78301,,
1608,MK6,52.02967,-0.74193,,
1609,MK7,52.01921,-0.68976,,
1610,MK8,52.0357,-0.803,,
1611,MK9,52.04064,-0.75912,,
1612,ML1,55.79943,-3.97512,,
1613,ML10,55.68013,-4.06932,,
1614,ML11,55.66661,-3.78555,,
1615,ML12,55.56677,-3.59544,,
1616,ML2,55.77706,-3.91179,,
1617,ML3,55.77028,-4.05337,,
1618,ML4,55.81846,-4.02078,,
1619,ML5,55.85964,-4.03091,,
1620,ML6,55.86704,-3.96257,,
1621,ML7,55.83008,-3.79303,,
1622,ML8,55.7305,-3.84103,,
1623,ML9,55.72496,-3.96658,,
1624,N1,51.53717,-0.09652,,
1625,N10,51.59368,-0.14325,,
1626,N11,51.61338,-0.13812,,
1627,N12,51.61487,-0.17561,,
1628,N13,51.6191,-0.10176,,
1629,N14,51.63392,-0.1286,,
1630,N15,51.5819,-0.08166,,
1631,N16,51.5629,-0.07525,,
1632,N17,51.59791,-0.07088,,
1633,N18,51.61309,-0.06446,,
1634,N19,51.56464,-0.12712,,
1635,N2,51.58957,-0.16797,,
1636,N20,51.62923,-0.17359,,
1637,N21,51.63612,-0.09816,,
1638,N22,51.59944,-0.1098,,
1639,N3,51.59984,-0.1921,,
1640,N4,51.57052,-0.1009,,
1641,N5,51.55337,-0.09729,,
1642,N6,51.57116,-0.14129,,
1643,N7,51.55277,-0.11607,,
1644,N8,51.58335,-0.11625,,
1645,N9,51.62825,-0.05659,,
1646,NE1,54.97262,-1.61097,,
1647,NE10,54.94726,-1.55345,,
1648,NE11,54.94123,-1.63157,,
1649,NE12,55.0246,-1.56823,,
1650,NE13,55.04642,-1.64469,,
1651,NE15,54.9837,-1.72026,,
1652,NE16,54.9324,-1.69096,,
1653,NE17,54.91378,-1.81591,,
1654,NE18,55.03787,-1.86072,,
1655,NE19,55.17901,-2.0958,,
1656,NE2,54.98698,-1.60458,,
1657,NE20,55.05304,-1.78553,,
1658,NE21,54.95764,-1.71888,,
1659,NE22,55.1361,-1.58428,,
1660,NE23,55.08037,-1.58173,,
1661,NE24,55.12238,-1.52013,,
1662,NE25,55.04945,-1.48656,,
1663,NE26,55.05201,-1.45679,,
1664,NE27,55.03247,-1.51025,,
1665,NE28,55.00015,-1.51846,,
1666,NE29,55.0116,-1.46359,,
1667,NE3,55.01043,-1.6325,,
1668,NE30,55.02138,-1.44,,
1669,NE31,54.97136,-1.511,,
1670,NE32,54.96765,-1.48292,,
1671,NE33,54.99077,-1.42792,,
1672,NE34,54.97186,-1.42037,,
1673,NE35,54.95227,-1.4597,,
1674,NE36,54.94498,-1.43794,,
1675,NE37,54.913,-1.52574,,
1676,NE38,54.89412,-1.52441,,
1677,NE39,54.92357,-1.75813,,
1678,NE4,54.97361,-1.64221,,
1679,NE40,54.96584,-1.77193,,
1680,NE41,54.9758,-1.81875,,
1681,NE42,54.96237,-1.85474,,
1682,NE43,54.94804,-1.90475,,
1683,NE44,54.94268,-1.97814,,
1684,NE45,54.97683,-2.01563,,
1685,NE46,54.97948,-2.10626,,
1686,NE47,54.92894,-2.25127,,
1687,NE48,55.13114,-2.25724,,
1688,NE49,54.96698,-2.45927,,
1689,NE5,54.99621,-1.68735,,
1690,NE6,54.97695,-1.56405,,
1691,NE61,55.18045,-1.68905,,
1692,NE62,55.16129,-1.59187,,
1693,NE63,55.17736,-1.56187,,
1694,NE64,55.18437,-1.51467,,
1695,NE65,55.3127,-1.75104,,
1696,NE66,55.42858,-1.73135,,
1697,NE67,55.53363,-1.6926,,
1698,NE68,55.57398,-1.65739,,
1699,NE69,55.60468,-1.71586,,
1700,NE7,54.99947,-1.57788,,
1701,NE70,55.59409,-1.81591,,
1702,NE71,55.55558,-2.04439,,
1703,NE8,54.95552,-1.60333,,
1704,NE9,54.93118,-1.58328,,
1705,NE99,54.96723,-1.61259,,
1706,NG1,52.954,-1.147,,
1707,NG10,52.90005,-1.28187,,
1708,NG11,52.89934,-1.17335,,
1709,NG12,52.91104,-1.05415,,
1710,NG13,52.94767,-0.92087,,
1711,NG14,53.01519,-1.03696,,
1712,NG15,53.04519,-1.20338,,
1713,NG16,53.02688,-1.29319,,
1714,NG17,53.11569,-1.26035,,
1715,NG18,53.13766,-1.18373,,
1716,NG19,53.15933,-1.19678,,
1717,NG2,52.935,-1.131,,
1718,NG20,53.20958,-1.18386,,
1719,NG21,53.14069,-1.10443,,
1720,NG22,53.17826,-0.97046,,
1721,NG23,53.11553,-0.80012,,
1722,NG24,53.06966,-0.79841,,
1723,NG25,53.07294,-0.95506,,
1724,NG3,52.96735,-1.12887,,
1725,NG31,52.9142,-0.6391,,
1726,NG32,52.94939,-0.64991,,
1727,NG33,52.81819,-0.57829,,
1728,NG34,52.98753,-0.39096,,
1729,NG4,52.97062,-1.08561,,
1730,NG5,52.99713,-1.14317,,
1731,NG6,52.99746,-1.19085,,
1732,NG7,52.95779,-1.17521,,
1733,NG8,52.96434,-1.21231,,
1734,NG9,52.92583,-1.23533,,
1735,NN1,52.24154,-0.88682,,
1736,NN10,52.2915,-0.59668,,
1737,NN11,52.24033,-1.17833,,
1738,NN12,52.12744,-0.99778,,
1739,NN13,52.0324,-1.14715,,
1740,NN14,52.40948,-0.69145,,
1741,NN15,52.38446,-0.70542,,
1742,NN16,52.40531,-0.72098,,
1743,NN17,52.50026,-0.68876,,
1744,NN18,52.47986,-0.7144,,
1745,NN2,52.2623,-0.89509,,
1746,NN29,52.2599,-0.66362,,
1747,NN3,52.26182,-0.84528,,
1748,NN4,52.21645,-0.89623,,
1749,NN5,52.24732,-0.92916,,
1750,NN6,52.32208,-0.9435,,
1751,NN7,52.20954,-0.92714,,
1752,NN8,52.30254,-0.69754,,
1753,NN9,52.33288,-0.59831,,
1754,NP10,51.57943,-3.04497,,
1755,NP11,51.64249,-3.13025,,
1756,NP12,51.6688,-3.19743,,
1757,NP13,51.73412,-3.13977,,
1758,NP15,51.72552,-2.88616,,
1759,NP16,51.64951,-2.68808,,
1760,NP18,51.60637,-2.94305,,
1761,NP19,51.58913,-2.9629,,
1762,NP20,51.59057,-3.0048,,
1763,NP22,51.7707,-3.25665,,
1764,NP23,51.78482,-3.19615,,
1765,NP24,51.71964,-3.23786,,
1766,NP25,51.80307,-2.72232,,
1767,NP26,51.59051,-2.77669,,
1768,NP4,51.71882,-3.04528,,
1769,NP44,51.65064,-3.02637,,
1770,NP7,51.82884,-3.00864,,
1771,NP8,51.85996,-3.14586,,
1772,NR1,52.62671,1.31012,,
1773,NR10,52.73642,1.24582,,
1774,NR11,52.84173,1.27596,,
1775,NR12,52.75971,1.47144,,
1776,NR13,52.63372,1.47327,,
1777,NR14,52.56445,1.3807,,
1778,NR15,52.50639,1.2701,,
1779,NR16,52.476,1.06162,,
1780,NR17,52.51544,0.99655,,
1781,NR18,52.57095,1.11105,,
1782,NR19,52.67542,0.92907,,
1783,NR2,52.6301,1.28524,,
1784,NR20,52.72449,0.98124,,
1785,NR21,52.84097,0.85257,,
1786,NR22,52.89366,0.86793,,
1787,NR23,52.94872,0.85966,,
1788,NR24,52.85851,1.05135,,
1789,NR25,52.91969,1.08541,,
1790,NR26,52.93511,1.21602,,
1791,NR27,52.92467,1.30157,,
1792,NR28,52.82203,1.40068,,
1793,NR29,52.6926,1.63932,,
1794,NR3,52.64332,1.29511,,
1795,NR30,52.61874,1.72926,,
1796,NR31,52.57614,1.71087,,
1797,NR32,52.48903,1.73448,,
1798,NR33,52.45441,1.71976,,
1799,NR34,52.43791,1.58442,,
1800,NR35,52.46125,1.43463,,
1801,NR4,52.61357,1.26479,,
1802,NR5,52.6405,1.23427,,
1803,NR6,52.66074,1.2831,,
1804,NR7,52.65063,1.33521,,
1805,NR8,52.67798,1.21188,,
1806,NR9,52.63574,1.10973,,
1807,NW1,51.53252,-0.14286,,
1808,NW10,51.53951,-0.24641,,
1809,NW11,51.57831,-0.19584,,
1810,NW2,51.55797,-0.21829,,
1811,NW3,51.55184,-0.17093,,
1812,NW4,51.58682,-0.22294,,
1813,NW5,51.55139,-0.14209,,
1814,NW6,51.54142,-0.19442,,
1815,NW7,51.61488,-0.23484,,
1816,NW8,51.53117,-0.17175,,
1817,NW9,51.5864,-0.25472,,
1818,OL1,53.54944,-2.10566,,
1819,OL10,53.59064,-2.22211,,
1820,OL11,53.606,-2.17382,,
1821,OL12,53.63567,-2.16487,,
1822,OL13,53.70034,-2.20299,,
1823,OL14,53.71395,-2.0985,,
1824,OL15,53.64384,-2.09985,,
1825,OL16,53.61234,-2.13152,,
1826,OL2,53.57191,-2.10874,,
1827,OL3,53.55309,-2.00906,,
1828,OL4,53.54228,-2.07244,,
1829,OL5,53.51712,-2.03771,,
1830,OL6,53.49372,-2.08593,,
1831,OL7,53.49011,-2.10552,,
1832,OL8,53.52606,-2.11616,,
1833,OL9,53.53952,-2.14186,,
1834,OX1,51.74451,-1.25978,,
1835,OX10,51.60781,-1.12625,,
1836,OX11,51.59965,-1.24626,,
1837,OX12,51.59437,-1.42537,,
1838,OX13,51.67849,-1.34765,,
1839,OX14,51.66728,-1.2755,,
1840,OX15,52.03219,-1.40666,,
1841,OX16,52.06241,-1.34061,,
1842,OX17,52.07291,-1.28938,,
1843,OX18,51.76232,-1.59134,,
1844,OX2,51.7644,-1.27685,,
1845,OX20,51.85659,-1.35814,,
1846,OX25,51.90067,-1.21216,,
1847,OX26,51.90114,-1.15109,,
1848,OX27,51.93709,-1.14751,,
1849,OX28,51.78529,-1.48675,,
1850,OX29,51.79403,-1.43154,,
1851,OX3,51.76131,-1.21458,,
1852,OX33,51.75813,-1.14653,,
1853,OX39,51.70045,-0.91317,,
1854,OX4,51.72984,-1.21513,,
1855,OX44,51.70046,-1.13025,,
1856,OX49,51.64996,-0.99967,,
1857,OX5,51.82917,-1.28016,,
1858,OX6,51.90845,-1.16695,,
1859,OX7,51.91135,-1.52747,,
1860,OX8,51.78964,-1.4548,,
1861,OX9,51.73794,-0.9818,,
1862,PA1,55.84457,-4.41674,,
1863,PA10,55.83375,-4.55184,,
1864,PA11,55.85649,-4.5821,,
1865,PA12,55.7954,-4.62273,,
1866,PA13,55.89235,-4.62927,,
1867,PA14,55.92757,-4.66368,,
1868,PA15,55.94279,-4.74802,,
1869,PA16,55.94351,-4.79613,,
1870,PA17,55.86512,-4.88162,,
1871,PA18,55.88928,-4.88661,,
1872,PA19,55.9528,-4.82244,,
1873,PA2,55.82896,-4.43334,,
1874,PA20,55.83482,-5.0567,,
1875,PA21,55.90186,-5.24762,,
1876,PA22,55.97074,-5.1572,,
1877,PA23,55.95474,-4.93154,,
1878,PA24,56.15675,-4.90504,,
1879,PA25,56.21553,-5.04017,,
1880,PA26,56.25758,-4.9369,,
1881,PA27,56.15422,-5.08365,,
1882,PA28,55.43603,-5.60305,,
1883,PA29,55.80476,-5.47741,,
1884,PA3,55.85205,-4.44757,,
1885,PA30,56.0133,-5.44799,,
1886,PA31,56.05245,-5.46273,,
1887,PA32,56.20284,-5.11658,,
1888,PA33,56.36978,-5.05569,,
1889,PA34,56.4021,-5.49931,,
1890,PA35,56.40507,-5.22391,,
1891,PA36,56.52032,-4.77019,,
1892,PA37,56.46816,-5.38681,,
1893,PA38,56.59186,-5.33433,,
1894,PA4,55.87464,-4.39623,,
1895,PA41,55.6747,-5.74115,,
1896,PA42,55.63962,-6.18624,,
1897,PA43,55.7559,-6.28324,,
1898,PA44,55.79785,-6.29265,,
1899,PA45,55.81932,-6.1656,,
1900,PA46,55.86226,-6.11902,,
1901,PA47,55.68236,-6.50288,,
1902,PA48,55.73797,-6.38332,,
1903,PA49,55.7826,-6.39313,,
1904,PA5,55.83105,-4.50854,,
1905,PA6,55.86377,-4.53462,,
1906,PA60,55.87979,-5.91287,,
1907,PA61,56.07177,-6.20088,,
1908,PA62,56.35932,-5.85014,,
1909,PA63,56.38234,-5.71469,,
1910,PA64,56.43838,-5.67471,,
1911,PA65,56.46916,-5.72805,,
1912,PA66,56.32913,-6.35382,,
1913,PA67,56.31356,-6.23228,,
1914,PA68,56.43624,-6.14202,,
1915,PA69,56.38044,-6.08894,,
1916,PA7,55.90944,-4.49919,,
1917,PA70,56.36426,-6.03373,,
1918,PA71,56.48108,-5.98112,,
1919,PA72,56.51761,-5.96381,,
1920,PA73,56.49693,-6.18279,,
1921,PA74,56.53313,-6.22911,,
1922,PA75,56.61228,-6.12216,,
1923,PA76,56.33403,-6.39324,,
1924,PA77,56.49469,-6.8835,,
1925,PA78,56.62454,-6.54449,,
1926,PA8,55.9014,-4.45228,,
1927,PA9,55.80948,-4.55184,,
1928,PE1,52.58704,-0.23885,,
1929,PE10,52.77693,-0.3765,,
1930,PE11,52.80714,-0.16616,,
1931,PE12,52.78328,0.0286,,
1932,PE13,52.66895,0.13868,,
1933,PE14,52.63884,0.21112,,
1934,PE15,52.53589,0.08649,,
1935,PE16,52.45379,0.05022,,
1936,PE19,52.24203,-0.2584,,
1937,PE2,52.56043,-0.26352,,
1938,PE20,52.932,-0.10136,,
1939,PE21,52.97477,-0.02203,,
1940,PE22,53.04826,0.0455,,
1941,PE23,53.17244,0.09181,,
1942,PE24,53.16561,0.26804,,
1943,PE25,53.15261,0.33616,,
1944,PE26,52.45292,-0.1132,,
1945,PE27,52.33361,-0.07572,,
1946,PE28,52.35784,-0.18629,,
1947,PE29,52.33345,-0.17848,,
1948,PE3,52.58758,-0.27573,,
1949,PE30,52.75978,0.41884,,
1950,PE31,52.87538,0.56647,,
1951,PE32,52.73016,0.62756,,
1952,PE33,52.64814,0.46886,,
1953,PE34,52.7245,0.33986,,
1954,PE35,52.8253,0.51155,,
1955,PE36,52.936,0.50754,,
1956,PE37,52.64414,0.69336,,
1957,PE38,52.58977,0.37698,,
1958,PE4,52.61262,-0.26589,,
1959,PE5,52.57867,-0.34398,,
1960,PE6,52.65562,-0.25531,,
1961,PE7,52.53877,-0.19801,,
1962,PE8,52.52694,-0.44176,,
1963,PE9,52.65422,-0.48012,,
1964,PH1,56.42113,-3.47537,,
1965,PH10,56.60845,-3.36046,,
1966,PH11,56.63942,-3.23438,,
1967,PH12,56.57551,-3.15253,,
1968,PH13,56.53749,-3.27335,,
1969,PH14,56.45299,-3.18614,,
1970,PH15,56.60974,-3.94063,,
1971,PH16,56.70697,-3.81003,,
1972,PH17,56.68745,-4.3823,,
1973,PH18,56.7741,-3.88855,,
1974,PH19,56.93428,-4.255,,
1975,PH2,56.38691,-3.40439,,
1976,PH20,57.05377,-4.15504,,
1977,PH21,57.08834,-4.02169,,
1978,PH22,57.19857,-3.80587,,
1979,PH23,57.28761,-3.80028,,
1980,PH24,57.25419,-3.74891,,
1981,PH25,57.26187,-3.64646,,
1982,PH26,57.3298,-3.60464,,
1983,PH3,56.30228,-3.70355,,
1984,PH30,56.79185,-4.6002,,
1985,PH31,56.89234,-4.81575,,
1986,PH32,57.14424,-4.68275,,
1987,PH33,56.82148,-5.11207,,
1988,PH34,56.92574,-4.92676,,
1989,PH35,57.07578,-4.93032,,
1990,PH36,56.72124,-5.86584,,
1991,PH38,56.84536,-5.74736,,
1992,PH39,56.91265,-5.84124,,
1993,PH4,56.26072,-3.78244,,
1994,PH40,56.96381,-5.7856,,
1995,PH41,57.00374,-5.83251,,
1996,PH42,56.90217,-6.14094,,
1997,PH43,57.01529,-6.28049,,
1998,PH44,57.05693,-6.50319,,
1999,PH49,56.675,-5.10977,,
2000,PH5,56.32927,-3.8277,,
2001,PH50,56.71451,-4.96427,,
2002,PH6,56.37162,-3.99491,,
2003,PH7,56.37332,-3.82657,,
2004,PH8,56.56249,-3.59805,,
2005,PH9,56.65112,-3.69152,,
2006,PL1,50.37074,-4.15317,,
2007,PL10,50.34537,-4.21106,,
2008,PL11,50.3725,-4.2503,,
2009,PL12,50.41932,-4.2483,,
2010,PL13,50.35715,-4.47456,,
2011,PL14,50.46351,-4.4646,,
2012,PL15,50.63218,-4.39987,,
2013,PL16,50.64562,-4.26757,,
2014,PL17,50.51625,-4.3051,,
2015,PL18,50.51523,-4.21899,,
2016,PL19,50.55602,-4.15454,,
2017,PL2,50.38856,-4.16242,,
2018,PL20,50.50125,-4.09986,,
2019,PL21,50.38566,-3.91748,,
2020,PL22,50.40273,-4.65146,,
2021,PL23,50.33653,-4.63513,,
2022,PL24,50.35461,-4.70925,,
2023,PL25,50.34038,-4.77872,,
2024,PL26,50.34196,-4.8252,,
2025,PL27,50.52248,-4.87408,,
2026,PL28,50.53366,-4.96651,,
2027,PL29,50.58564,-4.82988,,
2028,PL3,50.38744,-4.12578,,
2029,PL30,50.49992,-4.72743,,
2030,PL31,50.46858,-4.7214,,
2031,PL32,50.63282,-4.66015,,
2032,PL33,50.6213,-4.73021,,
2033,PL34,50.6597,-4.74234,,
2034,PL35,50.68444,-4.68431,,
2035,PL4,50.3748,-4.12803,,
2036,PL5,50.41008,-4.16621,,
2037,PL6,50.4173,-4.11586,,
2038,PL7,50.3916,-4.04436,,
2039,PL8,50.33548,-4.01243,,
2040,PL9,50.35394,-4.08773,,
2041,PO1,50.79903,-1.08749,,
2042,PO10,50.85074,-0.92878,,
2043,PO11,50.7918,-0.97553,,
2044,PO12,50.79764,-1.14144,,
2045,PO13,50.81229,-1.17808,,
2046,PO14,50.83685,-1.21884,,
2047,PO15,50.86203,-1.21842,,
2048,PO16,50.84993,-1.15895,,
2049,PO17,50.88957,-1.16819,,
2050,PO18,50.86403,-0.81478,,
2051,PO19,50.83756,-0.7771,,
2052,PO2,50.81603,-1.07722,,
2053,PO20,50.78278,-0.78563,,
2054,PO21,50.78362,-0.69622,,
2055,PO22,50.79835,-0.64756,,
2056,PO3,50.81589,-1.05877,,
2057,PO30,50.69085,-1.3133,,
2058,PO31,50.75286,-1.30531,,
2059,PO32,50.75091,-1.27982,,
2060,PO33,50.72139,-1.16976,,
2061,PO34,50.71557,-1.11178,,
2062,PO35,50.68657,-1.08401,,
2063,PO36,50.65748,-1.1624,,
2064,PO37,50.63151,-1.177,,
2065,PO38,50.60406,-1.24108,,
2066,PO39,50.68027,-1.53853,,
2067,PO4,50.78983,-1.06213,,
2068,PO40,50.68199,-1.52011,,
2069,PO41,50.69979,-1.47744,,
2070,PO5,50.78821,-1.08486,,
2071,PO6,50.84564,-1.06811,,
2072,PO7,50.88227,-1.03753,,
2073,PO8,50.91084,-1.01275,,
2074,PO9,50.86291,-0.9825,,
2075,PR1,53.75779,-2.70082,,
2076,PR2,53.77753,-2.70722,,
2077,PR25,53.69402,-2.69219,,
2078,PR26,53.68743,-2.74054,,
2079,PR3,53.86826,-2.71636,,
2080,PR4,53.75335,-2.83271,,
2081,PR5,53.73107,-2.65641,,
2082,PR6,53.66749,-2.61001,,
2083,PR7,53.6448,-2.65205,,
2084,PR8,53.62613,-3.01016,,
2085,PR9,53.65974,-2.96859,,
2086,RG1,51.45366,-0.96942,,
2087,RG10,51.48055,-0.86224,,
2088,RG12,51.40655,-0.74904,,
2089,RG14,51.39957,-1.32143,,
2090,RG17,51.43998,-1.48775,,
2091,RG18,51.43326,-1.2418,,
2092,RG19,51.39368,-1.24102,,
2093,RG2,51.42655,-0.95421,,
2094,RG20,51.40325,-1.33575,,
2095,RG21,51.2658,-1.08974,,
2096,RG22,51.24986,-1.12159,,
2097,RG23,51.26083,-1.14574,,
2098,RG24,51.28094,-1.0708,,
2099,RG25,51.22767,-1.16211,,
2100,RG26,51.34966,-1.11824,,
2101,RG27,51.29963,-0.94132,,
2102,RG28,51.23327,-1.33391,,
2103,RG29,51.24751,-0.94538,,
2104,RG30,51.45133,-1.01265,,
2105,RG31,51.45607,-1.04134,,
2106,RG4,51.48063,-0.96882,,
2107,RG40,51.39933,-0.83406,,
2108,RG41,51.41574,-0.85666,,
2109,RG42,51.42729,-0.75423,,
2110,RG45,51.37471,-0.8002,,
2111,RG5,51.45219,-0.90612,,
2112,RG6,51.43893,-0.9309,,
2113,RG7,51.3979,-1.07706,,
2114,RG8,51.50513,-1.10516,,
2115,RG9,51.54407,-0.92267,,
2116,RH1,51.23683,-0.15623,,
2117,RH10,51.11724,-0.15813,,
2118,RH11,51.11079,-0.20554,,
2119,RH12,51.07579,-0.33254,,
2120,RH13,51.03701,-0.32537,,
2121,RH14,51.03197,-0.48245,,
2122,RH15,50.95675,-0.13316,,
2123,RH16,51.00204,-0.09713,,
2124,RH17,51.02122,-0.11488,,
2125,RH18,51.09702,0.03104,,
2126,RH19,51.12474,-0.01205,,
2127,RH2,51.23485,-0.20215,,
2128,RH20,50.93647,-0.4699,,
2129,RH3,51.23242,-0.2796,,
2130,RH4,51.22871,-0.33418,,
2131,RH5,51.19463,-0.34113,,
2132,RH6,51.17126,-0.1617,,
2133,RH7,51.17427,-0.01564,,
2134,RH8,51.2513,0.00344,,
2135,RH9,51.23543,-0.06889,,
2136,RM1,51.58175,0.18395,,
2137,RM10,51.54443,0.15909,,
2138,RM11,51.56939,0.21944,,
2139,RM12,51.55251,0.20852,,
2140,RM13,51.52397,0.19561,,
2141,RM14,51.55593,0.26496,,
2142,RM15,51.508,0.27843,,
2143,RM16,51.49148,0.341,,
2144,RM17,51.4791,0.33029,,
2145,RM18,51.46646,0.37716,,
2146,RM19,51.4825,0.24835,,
2147,RM2,51.5832,0.20279,,
2148,RM20,51.47812,0.28847,,
2149,RM3,51.60163,0.22679,,
2150,RM4,51.63255,0.16038,,
2151,RM5,51.59917,0.16602,,
2152,RM6,51.57549,0.13313,,
2153,RM7,51.5748,0.17063,,
2154,RM8,51.55662,0.13225,,
2155,RM9,51.54036,0.13582,,
2156,S1,53.3802,-1.46777,,
2157,S10,53.37681,-1.51742,,
2158,S11,53.36148,-1.50557,,
2159,S12,53.34844,-1.40507,,
2160,S13,53.36451,-1.3823,,
2161,S14,53.34592,-1.44266,,
2162,S17,53.32111,-1.52556,,
2163,S18,53.29931,-1.47178,,
2164,S2,53.36932,-1.44686,,
2165,S20,53.33467,-1.35119,,
2166,S21,53.31213,-1.33802,,
2167,S25,53.36891,-1.21389,,
2168,S26,53.35678,-1.28624,,
2169,S3,53.38741,-1.47219,,
